marital_status,day_or_night,previous_qualification,admission_grade,displaced,gender,age,international,target
soltero,Si,143,133.9,No,Mujer,18,No,Graduate
soltero,Si,120,127,No,Mujer,19,No,Graduate
soltero,Si,121,120.4,Si,Mujer,18,No,Graduate
soltero,Si,122,124.5,Si,Mujer,19,No,Graduate
soltero,Si,122,123.9,No,Mujer,19,No,Graduate
soltero,Si,123,117.8,Si,Mujer,18,No,Graduate
soltero,Si,110,110,No,Mujer,20,No,Graduate
soltero,No,120,141,No,Mujer,29,No,Dropout
soltero,Si,133.1,111.5,No,Mujer,20,No,Dropout
divorciado,Si,143,140,No,Mujer,31,No,Dropout
soltero,Si,149,134.3,No,Mujer,20,No,Graduate
soltero,Si,133,125.3,Si,Mujer,21,No,Graduate
soltero,Si,140,140,Si,Mujer,23,No,Dropout
soltero,Si,122,119.6,No,Mujer,21,No,Dropout
soltero,Si,170,170,No,Mujer,24,No,Graduate
soltero,No,120,150.5,No,Mujer,27,No,Graduate
soltero,Si,143,128,No,Mujer,18,No,Graduate
soltero,Si,115,108.7,Si,Mujer,21,No,Dropout
soltero,Si,123,121.6,Si,Mujer,19,No,Dropout
soltero,Si,131,125.3,Si,Mujer,19,No,Graduate
soltero,Si,127,117.6,No,Mujer,18,No,Dropout
soltero,Si,112,106.1,Si,Mujer,20,No,Graduate
casado,No,150,139.9,Si,Mujer,24,No,Graduate
soltero,Si,116,110.8,Si,Mujer,20,No,Graduate
soltero,Si,130,117.8,Si,Mujer,19,No,Graduate
soltero,Si,144,127.5,Si,Mujer,18,No,Graduate
soltero,Si,105,129.7,Si,Mujer,20,No,Graduate
soltero,Si,143,130.6,Si,Mujer,20,No,Graduate
soltero,Si,137,126.3,Si,Mujer,19,No,Graduate
soltero,Si,133.1,105,Si,Mujer,20,No,Graduate
soltero,Si,116,114.6,Si,Mujer,19,No,Dropout
soltero,Si,117,114.6,Si,Mujer,19,No,Dropout
soltero,Si,137,131,Si,Mujer,18,No,Graduate
soltero,Si,116,109,No,Mujer,23,No,Dropout
soltero,Si,133.1,132,Si,Mujer,21,No,Dropout
soltero,No,130,130,Si,Mujer,23,No,Graduate
soltero,Si,106,109.5,Si,Mujer,19,No,Graduate
soltero,Si,125,115.9,Si,Mujer,18,No,Graduate
soltero,Si,134,131.6,Si,Mujer,19,No,Graduate
soltero,Si,133.1,120,No,Mujer,25,No,Graduate
soltero,Si,136,136.4,No,Mujer,19,No,Graduate
soltero,Si,120,120,No,Mujer,24,No,Graduate
soltero,Si,135,132.6,Si,Mujer,18,No,Graduate
soltero,Si,122,112.9,Si,Mujer,19,No,Graduate
soltero,Si,147,134.3,No,Mujer,18,No,Graduate
soltero,Si,121,117.2,No,Mujer,19,No,Graduate
soltero,Si,135,129.8,No,Mujer,18,No,Dropout
casado,Si,130,158,No,Mujer,34,No,Dropout
soltero,Si,108,115,Si,Mujer,20,No,Dropout
casado,No,140,152.4,No,Mujer,26,No,Graduate
soltero,Si,120,110.2,No,Mujer,27,No,Graduate
soltero,Si,117,113.5,Si,Mujer,20,No,Graduate
soltero,Si,151,144.4,Si,Mujer,18,No,Graduate
soltero,Si,133.1,100,No,Mujer,24,No,Graduate
soltero,Si,130,126.3,Si,Mujer,19,No,Graduate
soltero,Si,125,115.9,No,Mujer,19,No,Graduate
soltero,No,121,112.3,No,Mujer,22,No,Graduate
soltero,Si,141,127,No,Mujer,20,No,Graduate
soltero,Si,130,120,No,Mujer,25,No,Dropout
soltero,Si,180,180,No,Mujer,21,No,Graduate
soltero,Si,127,115.8,Si,Mujer,18,No,Graduate
soltero,Si,126,136.5,Si,Mujer,18,No,Graduate
soltero,Si,143,129,Si,Hombre,19,No,Graduate
soltero,Si,144,137.6,Si,Mujer,19,Si,Graduate
soltero,Si,126,129.5,Si,Mujer,18,No,Dropout
soltero,Si,140,129.1,Si,Mujer,20,No,Graduate
soltero,Si,148,130.2,Si,Mujer,19,No,Dropout
soltero,Si,100,134.3,Si,Mujer,28,No,Graduate
soltero,Si,151,138.4,Si,Mujer,20,No,Graduate
soltero,No,120,120,Si,Mujer,30,No,Dropout
soltero,Si,135,123.5,Si,Mujer,19,No,Graduate
soltero,Si,121,116.1,Si,Mujer,22,No,Graduate
soltero,Si,116,110.8,Si,Mujer,18,No,Graduate
soltero,Si,147,142.8,Si,Mujer,23,No,Dropout
soltero,Si,160,155.5,Si,Mujer,18,No,Graduate
casado,Si,100,163.5,No,Hombre,50,No,Dropout
soltero,Si,151,161.9,Si,Mujer,19,Si,Graduate
soltero,Si,124,123.3,Si,Mujer,22,Si,Graduate
soltero,Si,140,137.5,No,Mujer,23,Si,Graduate
soltero,Si,170,166.6,No,Mujer,20,No,Dropout
divorciado,Si,133.1,103.5,No,Mujer,44,No,Dropout
divorciado,Si,133.1,110,No,Hombre,49,No,Graduate
casado,No,100,128.2,No,Hombre,46,No,Graduate
soltero,Si,120,137.7,Si,Hombre,41,No,Dropout
soltero,Si,133,128.8,Si,Hombre,18,No,Graduate
viudo,No,120,170,No,Hombre,43,No,Graduate
divorciado,Si,133.1,116.4,No,Hombre,70,No,Dropout
divorciado,Si,133.1,100.9,No,Hombre,48,No,Dropout
casado,Si,133.1,136,No,Hombre,41,No,Graduate
soltero,Si,100,100,No,Hombre,35,Si,Dropout
casado,Si,133.1,157,Si,Hombre,44,No,Graduate
soltero,Si,143,152.1,Si,Hombre,18,No,Dropout
casado,No,165,162.9,Si,Hombre,45,No,Graduate
soltero,Si,140,140,Si,Hombre,22,No,Graduate
soltero,Si,140,146.5,No,Hombre,39,No,Dropout
casado,Si,133.1,128,No,Hombre,49,No,Dropout
soltero,Si,190,190,Si,Hombre,43,No,Dropout
casado,No,120,133.2,Si,Hombre,32,No,Dropout
soltero,Si,100,124.3,No,Hombre,47,No,Graduate
union_facto,No,120,138.1,No,Hombre,37,No,Dropout
casado,No,133.1,144.3,No,Hombre,41,No,Graduate
casado,Si,150,140,No,Hombre,60,No,Graduate
casado,Si,120,148.3,No,Hombre,47,No,Graduate
soltero,No,133.1,96,No,Hombre,50,No,Dropout
casado,No,133.1,121.7,Si,Hombre,45,No,Dropout
soltero,Si,100,160,No,Hombre,45,No,Dropout
casado,Si,133.1,110.3,No,Hombre,33,No,Graduate
soltero,Si,143,129,No,Hombre,18,No,Graduate
casado,Si,120,150,No,Hombre,43,No,Graduate
soltero,No,161,100,No,Hombre,44,No,Graduate
soltero,Si,133.1,107.5,No,Hombre,29,No,Dropout
divorciado,Si,140,170,No,Hombre,53,No,Dropout
soltero,Si,133.1,140,No,Hombre,35,No,Dropout
soltero,Si,156,170,Si,Hombre,22,No,Graduate
soltero,No,140,115.5,No,Hombre,33,No,Dropout
soltero,Si,130,130,No,Hombre,41,No,Dropout
divorciado,Si,140,140,No,Hombre,51,No,Graduate
soltero,Si,140,126.6,No,Hombre,19,No,Graduate
soltero,No,133.1,143.2,No,Hombre,35,No,Dropout
soltero,Si,131,131.4,Si,Hombre,20,Si,Graduate
soltero,Si,120,118.3,No,Hombre,18,No,Dropout
soltero,Si,140,140,No,Hombre,21,No,Graduate
soltero,Si,132,124.7,Si,Hombre,21,No,Graduate
casado,Si,130,140,No,Hombre,34,No,Graduate
divorciado,Si,140,150,Si,Hombre,34,No,Dropout
soltero,Si,110,115.6,Si,Hombre,21,No,Graduate
soltero,Si,130,123.4,Si,Hombre,30,No,Dropout
soltero,Si,158,117.1,Si,Hombre,20,No,Dropout
soltero,Si,124,113.9,Si,Hombre,18,No,Dropout
soltero,Si,136,128.7,No,Hombre,19,No,Graduate
soltero,Si,142,132.9,Si,Hombre,18,No,Dropout
soltero,No,150,123,No,Hombre,27,No,Dropout
soltero,Si,120,129.8,Si,Hombre,52,No,Graduate
casado,Si,149,156.1,Si,Hombre,29,No,Dropout
soltero,Si,130,120,Si,Hombre,22,No,Dropout
soltero,Si,110,117.2,Si,Hombre,28,Si,Graduate
soltero,Si,133.1,107,Si,Hombre,30,No,Dropout
soltero,Si,134,128.4,Si,Mujer,18,No,Graduate
soltero,Si,130,123.4,Si,Mujer,21,No,Graduate
soltero,Si,141,126.7,Si,Mujer,20,No,Graduate
soltero,Si,123,123,Si,Mujer,21,No,Graduate
casado,No,133.1,137.2,No,Mujer,32,No,Dropout
soltero,Si,122,125.9,Si,Hombre,20,No,Graduate
soltero,Si,132,138,Si,Hombre,19,No,Dropout
soltero,Si,133.1,128.2,No,Hombre,18,Si,Dropout
soltero,No,130,126.5,Si,Hombre,23,No,Dropout
soltero,Si,111,112.4,Si,Hombre,20,No,Graduate
casado,Si,133.1,109,Si,Mujer,46,No,Graduate
soltero,Si,125,100,No,Hombre,27,No,Graduate
casado,No,100,120,Si,Hombre,41,No,Graduate
casado,No,150,154,No,Hombre,37,No,Graduate
soltero,No,133.1,100,No,Mujer,26,No,Graduate
casado,No,133.1,162.5,No,Hombre,54,No,Graduate
soltero,Si,132,134.1,Si,Hombre,21,No,Graduate
soltero,Si,134,133,Si,Mujer,20,No,Graduate
soltero,Si,126,119,Si,Mujer,18,No,Dropout
soltero,Si,129,129.4,Si,Mujer,18,No,Graduate
soltero,Si,140,140,Si,Mujer,22,No,Dropout
soltero,Si,162,162,No,Mujer,19,No,Graduate
soltero,Si,148,131.6,Si,Mujer,21,No,Dropout
soltero,Si,123,117.4,Si,Mujer,18,No,Graduate
soltero,Si,150,137.8,Si,Mujer,18,No,Graduate
soltero,Si,113,106.7,Si,Mujer,20,No,Dropout
soltero,Si,152,156.9,No,Mujer,18,No,Graduate
soltero,Si,130,124.8,Si,Mujer,20,No,Graduate
soltero,Si,121,115.1,Si,Mujer,19,No,Graduate
soltero,Si,153,146.7,Si,Mujer,18,No,Graduate
soltero,Si,148,132.8,No,Mujer,18,No,Graduate
soltero,Si,143,159.1,No,Mujer,18,No,Dropout
soltero,Si,147,137.6,Si,Mujer,20,No,Graduate
soltero,Si,138,124,No,Mujer,19,No,Graduate
soltero,Si,120,149,No,Hombre,36,No,Dropout
soltero,Si,145,129.6,No,Mujer,19,No,Graduate
soltero,Si,118,110,Si,Mujer,18,No,Graduate
soltero,Si,121,116.1,No,Mujer,18,No,Graduate
soltero,Si,135,133.3,Si,Mujer,18,No,Graduate
soltero,Si,140,144.3,Si,Mujer,19,No,Graduate
soltero,Si,145,133.6,Si,Mujer,18,No,Graduate
soltero,Si,133,123.2,Si,Mujer,19,No,Graduate
soltero,Si,117,110,Si,Mujer,18,No,Dropout
soltero,Si,125,118,Si,Mujer,19,No,Graduate
soltero,Si,141,128.4,Si,Mujer,18,No,Graduate
soltero,Si,122,113.6,No,Mujer,19,No,Graduate
soltero,Si,142,146.9,Si,Mujer,18,No,Graduate
soltero,Si,143,129.7,Si,Mujer,20,No,Dropout
soltero,Si,115,109.1,Si,Mujer,22,No,Dropout
soltero,Si,112,107.1,Si,Mujer,18,No,Graduate
soltero,Si,135,129.2,No,Mujer,18,No,Graduate
soltero,Si,162,154.1,No,Mujer,18,No,Graduate
soltero,Si,143,147.2,No,Mujer,18,No,Graduate
soltero,Si,125,120.8,Si,Mujer,18,No,Graduate
soltero,No,123,121.3,Si,Mujer,25,No,Graduate
soltero,Si,142,127,Si,Mujer,18,No,Graduate
soltero,Si,147,151.6,Si,Mujer,19,No,Graduate
soltero,Si,133.1,106,Si,Mujer,20,No,Graduate
soltero,Si,114,111.6,Si,Mujer,21,No,Graduate
soltero,Si,125,117.3,Si,Mujer,18,No,Graduate
soltero,Si,127,121.4,Si,Mujer,18,No,Dropout
soltero,Si,132,126.1,Si,Mujer,18,No,Graduate
soltero,Si,148,137,Si,Mujer,18,No,Graduate
soltero,Si,139,120.8,No,Mujer,19,No,Dropout
soltero,Si,136,128.7,Si,Mujer,20,No,Dropout
soltero,Si,133.1,118,No,Mujer,47,No,Dropout
casado,Si,130,160,No,Hombre,31,No,Dropout
casado,Si,110,150,Si,Hombre,46,No,Dropout
soltero,Si,138,125.4,Si,Hombre,19,No,Dropout
soltero,Si,150,150,No,Hombre,22,No,Dropout
soltero,Si,125,114.5,Si,Hombre,19,No,Graduate
soltero,Si,108,107,No,Mujer,19,Si,Dropout
soltero,Si,133.1,120,No,Hombre,29,No,Dropout
soltero,Si,147,134.8,Si,Mujer,18,No,Graduate
soltero,Si,143,133.6,Si,Mujer,18,No,Graduate
soltero,Si,115,129,Si,Mujer,23,No,Dropout
casado,No,160,128.4,No,Mujer,34,No,Graduate
soltero,Si,118,122.2,No,Mujer,19,No,Graduate
soltero,Si,143,129.9,No,Mujer,20,No,Graduate
soltero,Si,133,126.2,Si,Mujer,19,No,Graduate
soltero,Si,164,149,Si,Mujer,23,No,Graduate
casado,Si,133.1,120,No,Hombre,34,No,Graduate
soltero,Si,140,128.1,Si,Hombre,21,No,Dropout
soltero,Si,127,141.7,Si,Hombre,22,No,Dropout
soltero,Si,133.1,130,No,Hombre,28,No,Dropout
soltero,Si,115,113.3,Si,Hombre,23,No,Dropout
soltero,Si,108,105.9,No,Hombre,20,No,Dropout
soltero,Si,136,122.7,Si,Hombre,18,No,Dropout
soltero,Si,133.1,120,Si,Hombre,28,No,Dropout
soltero,Si,120,119.8,No,Hombre,21,No,Dropout
soltero,Si,133.1,122.9,No,Hombre,25,No,Dropout
soltero,Si,160,160,Si,Hombre,19,No,Dropout
soltero,Si,128,125.2,Si,Hombre,18,No,Graduate
soltero,Si,130,143.4,No,Hombre,29,No,Dropout
soltero,Si,133.1,96.7,No,Hombre,29,No,Dropout
soltero,Si,137,126.9,No,Hombre,20,No,Graduate
soltero,Si,163,143.1,No,Hombre,18,No,Graduate
soltero,Si,125,114.5,No,Hombre,20,No,Graduate
casado,Si,120,140,Si,Hombre,33,No,Dropout
soltero,No,150,113.7,No,Hombre,30,No,Graduate
soltero,Si,148,143.5,No,Hombre,18,No,Graduate
soltero,Si,138,126.8,No,Hombre,19,No,Graduate
soltero,Si,119,115.2,No,Hombre,21,No,Dropout
soltero,Si,130,100,No,Hombre,25,No,Dropout
soltero,Si,135,121.4,No,Hombre,19,No,Graduate
soltero,Si,120,120,Si,Hombre,23,No,Dropout
soltero,Si,126,129.9,Si,Hombre,19,No,Graduate
soltero,Si,149,151.1,Si,Hombre,19,No,Graduate
soltero,Si,110,120,No,Hombre,31,No,Dropout
soltero,Si,133.1,130,No,Hombre,32,No,Dropout
soltero,Si,127,119,Si,Mujer,19,No,Graduate
soltero,Si,120,122,Si,Mujer,34,No,Graduate
soltero,Si,136,129.7,Si,Mujer,21,No,Graduate
soltero,Si,110,112.5,Si,Mujer,53,No,Graduate
soltero,Si,136,136,No,Mujer,19,No,Graduate
soltero,Si,145,133.1,No,Mujer,20,No,Graduate
soltero,Si,159,151.3,Si,Mujer,18,No,Graduate
soltero,Si,147,133.3,No,Mujer,32,No,Dropout
soltero,Si,150,130.8,Si,Mujer,21,No,Graduate
soltero,No,140,140,No,Mujer,26,No,Dropout
soltero,Si,150,150,Si,Mujer,26,No,Graduate
casado,No,130,130,No,Mujer,21,No,Dropout
soltero,Si,120,125.3,No,Mujer,18,No,Graduate
soltero,Si,130,124,Si,Mujer,21,No,Graduate
soltero,Si,128,124.4,No,Mujer,19,No,Graduate
soltero,Si,114,107.7,No,Mujer,19,No,Dropout
soltero,Si,118,110,No,Mujer,19,No,Graduate
soltero,Si,130,130,Si,Mujer,27,No,Graduate
soltero,Si,145,138.8,Si,Mujer,18,No,Graduate
soltero,Si,121,126.3,Si,Mujer,20,No,Dropout
soltero,Si,114,114.5,Si,Mujer,19,No,Graduate
soltero,Si,127,116.5,Si,Mujer,20,No,Dropout
soltero,Si,145,128.6,Si,Mujer,19,No,Graduate
soltero,Si,150,134.6,No,Mujer,20,No,Dropout
soltero,Si,145,146.8,No,Mujer,18,No,Graduate
soltero,Si,128,135.7,Si,Mujer,20,No,Graduate
casado,No,140,120,No,Mujer,38,No,Dropout
divorciado,No,130,138,No,Mujer,42,No,Graduate
soltero,Si,140,135.5,No,Mujer,32,No,Dropout
soltero,Si,120,120,Si,Mujer,22,Si,Graduate
casado,No,147,111.7,Si,Mujer,28,No,Dropout
casado,No,133.1,100,Si,Mujer,37,No,Dropout
casado,Si,160,160,No,Mujer,43,No,Graduate
separado,No,133.1,114.8,No,Mujer,41,No,Graduate
divorciado,No,140,131,No,Mujer,29,No,Graduate
soltero,No,133.1,97,No,Mujer,35,No,Graduate
soltero,Si,131,131.7,Si,Mujer,18,No,Dropout
soltero,Si,133.1,120,No,Mujer,39,No,Dropout
soltero,Si,130,133,Si,Mujer,26,No,Graduate
soltero,Si,140,140,Si,Mujer,32,No,Dropout
soltero,Si,133.1,137,Si,Mujer,19,No,Dropout
soltero,Si,115,108,No,Mujer,19,No,Graduate
casado,Si,110,110,No,Mujer,32,No,Graduate
casado,Si,140,127.7,Si,Mujer,31,No,Dropout
soltero,Si,145,140.1,Si,Mujer,20,No,Graduate
soltero,Si,133.1,114.8,No,Mujer,28,No,Dropout
divorciado,No,133.1,110,No,Mujer,31,No,Dropout
soltero,Si,110,105.5,Si,Mujer,19,No,Graduate
soltero,Si,128,127.3,Si,Mujer,19,No,Graduate
soltero,Si,130,130,No,Mujer,34,No,Dropout
soltero,Si,137,122.7,Si,Mujer,18,No,Graduate
soltero,Si,123,113.9,Si,Mujer,18,No,Graduate
soltero,Si,156,151.1,No,Hombre,19,No,Graduate
soltero,Si,133.1,125.8,Si,Hombre,22,No,Dropout
casado,Si,100,128.2,No,Hombre,32,No,Graduate
soltero,Si,140,135.1,No,Hombre,61,No,Dropout
soltero,No,130,120.2,Si,Hombre,30,No,Graduate
casado,No,133.1,132.8,No,Hombre,45,No,Dropout
soltero,Si,140,140,No,Hombre,20,No,Graduate
soltero,Si,137,129.3,No,Mujer,19,No,Dropout
soltero,Si,120,108.2,Si,Hombre,26,No,Dropout
soltero,Si,125,125.4,Si,Hombre,19,No,Dropout
soltero,Si,130,140.2,No,Hombre,19,No,Graduate
soltero,Si,115,116.1,Si,Hombre,19,No,Graduate
soltero,Si,150,137.8,Si,Hombre,19,No,Graduate
soltero,Si,134,128.4,Si,Hombre,19,No,Dropout
soltero,Si,120,106,Si,Hombre,28,No,Dropout
soltero,Si,141,130.2,No,Hombre,24,No,Graduate
soltero,Si,133,126,No,Hombre,18,No,Graduate
soltero,Si,121,113,Si,Hombre,18,No,Graduate
soltero,Si,120,120,No,Hombre,21,No,Graduate
casado,No,148,130.9,No,Hombre,28,No,Dropout
soltero,Si,133.1,120,No,Hombre,58,No,Dropout
casado,No,135,134.1,Si,Hombre,49,No,Dropout
soltero,Si,130,114.8,No,Hombre,25,No,Graduate
divorciado,Si,133.1,123,Si,Hombre,33,No,Dropout
casado,Si,133.1,118,No,Hombre,33,No,Dropout
casado,Si,110,100,No,Hombre,40,No,Graduate
casado,No,170,151.1,No,Hombre,48,No,Graduate
soltero,Si,133.1,106,Si,Hombre,24,No,Graduate
casado,Si,139,127.1,No,Hombre,23,No,Graduate
soltero,No,133.1,155.5,Si,Hombre,39,No,Dropout
soltero,Si,133.1,101,No,Hombre,21,No,Graduate
soltero,Si,120,128.2,Si,Hombre,34,No,Dropout
soltero,Si,134,122.8,No,Hombre,18,No,Graduate
soltero,Si,128,116.5,No,Hombre,19,No,Dropout
soltero,Si,154,142,No,Hombre,19,No,Graduate
soltero,Si,150,150,No,Hombre,28,No,Graduate
soltero,Si,134,133.3,Si,Hombre,18,No,Dropout
soltero,Si,127,115.8,Si,Hombre,19,No,Dropout
soltero,Si,133.1,100,Si,Hombre,19,No,Dropout
soltero,Si,130,128.6,Si,Mujer,18,No,Graduate
soltero,Si,135,137.1,Si,Mujer,18,No,Graduate
soltero,Si,143,149,Si,Mujer,18,No,Dropout
soltero,Si,150,147,Si,Mujer,19,No,Graduate
casado,Si,150,150,No,Mujer,31,No,Graduate
soltero,No,130,103.5,No,Mujer,33,No,Graduate
soltero,Si,115,109.4,Si,Mujer,19,No,Graduate
soltero,Si,146,143.6,Si,Mujer,18,No,Dropout
soltero,Si,132,124.3,No,Mujer,18,No,Dropout
soltero,Si,116,119.5,Si,Mujer,18,No,Dropout
soltero,Si,163,175.6,Si,Mujer,18,No,Graduate
soltero,Si,122,116.1,Si,Mujer,19,No,Graduate
soltero,Si,136,126.6,Si,Mujer,18,No,Dropout
soltero,Si,142,130.8,Si,Mujer,18,No,Graduate
soltero,Si,139,133.5,Si,Mujer,18,No,Graduate
soltero,Si,140,136.9,Si,Mujer,21,No,Graduate
soltero,Si,165,142.3,No,Mujer,18,No,Graduate
soltero,Si,122,114.3,Si,Mujer,18,No,Graduate
soltero,Si,135,122.9,Si,Mujer,18,No,Graduate
soltero,Si,128,117.2,Si,Mujer,20,No,Graduate
soltero,Si,139,152,No,Mujer,18,No,Graduate
soltero,Si,125,122.2,Si,Mujer,18,No,Dropout
soltero,Si,102,101.7,Si,Mujer,20,No,Graduate
soltero,Si,116,119.9,Si,Mujer,20,No,Graduate
soltero,Si,138,123.7,Si,Mujer,19,No,Dropout
soltero,Si,135,121.8,No,Mujer,19,No,Graduate
soltero,Si,110,106.1,Si,Mujer,18,No,Dropout
soltero,Si,132,124.3,Si,Mujer,19,No,Graduate
soltero,Si,126,124.3,Si,Mujer,20,No,Graduate
soltero,Si,117.4,117.4,Si,Mujer,21,No,Graduate
soltero,Si,120,112.7,No,Mujer,21,No,Graduate
soltero,Si,116,123.7,No,Mujer,20,No,Graduate
soltero,Si,111,105.8,Si,Mujer,19,No,Graduate
soltero,Si,128,124.2,No,Mujer,21,No,Dropout
soltero,Si,123,122.3,No,Mujer,18,No,Graduate
soltero,Si,131,123.7,No,Mujer,19,No,Graduate
soltero,Si,135,129.8,Si,Mujer,18,No,Graduate
soltero,Si,136,123.8,Si,Mujer,19,No,Graduate
soltero,Si,132,126.4,Si,Mujer,18,No,Graduate
soltero,Si,144,138.4,No,Mujer,18,No,Graduate
soltero,Si,129,118.2,Si,Mujer,18,No,Graduate
soltero,Si,136,121.7,Si,Mujer,18,No,Dropout
soltero,Si,125,119.8,No,Mujer,18,No,Dropout
soltero,Si,154,164.9,No,Mujer,18,No,Graduate
soltero,Si,100,100,Si,Mujer,20,No,Graduate
soltero,Si,126,120.4,Si,Mujer,18,No,Graduate
soltero,Si,124,117.8,No,Mujer,20,No,Graduate
divorciado,Si,150,110,No,Mujer,40,No,Graduate
soltero,Si,133,128.8,Si,Mujer,18,No,Graduate
soltero,Si,126,116.6,Si,Mujer,19,No,Graduate
soltero,No,120,120,No,Mujer,24,No,Dropout
soltero,Si,175,157.5,Si,Mujer,19,No,Dropout
soltero,Si,141,136.3,Si,Mujer,19,No,Graduate
soltero,Si,133,121.5,Si,Mujer,20,No,Graduate
soltero,Si,143,133.9,No,Mujer,18,No,Graduate
soltero,Si,141,136.8,Si,Mujer,18,No,Graduate
soltero,Si,134,133.5,Si,Mujer,19,No,Graduate
soltero,Si,138,130,Si,Mujer,18,No,Dropout
soltero,Si,140,140,Si,Mujer,19,No,Graduate
soltero,Si,142,132.7,Si,Mujer,19,No,Graduate
soltero,Si,118,117.8,No,Mujer,19,No,Graduate
soltero,Si,131,126.1,Si,Mujer,19,No,Dropout
soltero,Si,130,120,No,Mujer,19,No,Graduate
soltero,Si,133.1,100,Si,Mujer,25,No,Dropout
soltero,Si,130,116.8,No,Mujer,20,No,Graduate
soltero,Si,130,128.3,No,Mujer,23,No,Dropout
soltero,Si,133.1,117,No,Mujer,20,No,Dropout
soltero,No,130,131.5,No,Mujer,27,No,Graduate
soltero,Si,149,134.8,No,Mujer,18,No,Graduate
soltero,No,130,130,Si,Mujer,23,No,Dropout
soltero,Si,145,127.5,Si,Mujer,19,No,Graduate
soltero,Si,130,123,No,Mujer,18,No,Graduate
soltero,Si,128,100,Si,Mujer,20,No,Graduate
soltero,Si,111,114.2,Si,Mujer,18,No,Graduate
soltero,Si,140,123.5,Si,Mujer,19,No,Graduate
soltero,Si,140,144.3,Si,Mujer,19,No,Graduate
soltero,Si,151,161.9,No,Mujer,18,No,Graduate
soltero,Si,132,135.9,No,Mujer,18,No,Graduate
soltero,Si,116,110.1,Si,Mujer,18,No,Graduate
soltero,Si,120,122.5,No,Mujer,28,No,Dropout
soltero,Si,158,138.1,Si,Mujer,19,No,Dropout
soltero,Si,116,117.3,Si,Mujer,20,No,Dropout
soltero,Si,112,106.8,Si,Mujer,19,No,Graduate
soltero,Si,126,120.1,No,Mujer,20,No,Graduate
soltero,Si,120,116.5,Si,Mujer,19,No,Graduate
soltero,Si,153,139.7,Si,Mujer,19,No,Graduate
soltero,Si,124,123.7,Si,Mujer,18,No,Graduate
soltero,Si,127,116.5,No,Mujer,19,No,Dropout
soltero,Si,126,122.2,No,Mujer,19,No,Graduate
soltero,Si,133.1,146,No,Mujer,20,No,Graduate
soltero,Si,130,123.8,No,Mujer,18,No,Graduate
soltero,Si,127,120,No,Mujer,18,No,Dropout
soltero,Si,143,126.9,Si,Mujer,18,No,Graduate
soltero,Si,130,121.3,Si,Mujer,20,No,Dropout
soltero,Si,136,129,Si,Mujer,19,No,Graduate
soltero,Si,125,114.9,Si,Mujer,21,No,Dropout
soltero,Si,110,106.5,Si,Mujer,20,No,Dropout
soltero,Si,130,133.9,Si,Mujer,18,No,Graduate
soltero,Si,135,124.9,No,Mujer,20,No,Graduate
soltero,Si,133,128.5,Si,Mujer,19,No,Graduate
soltero,Si,122,126.2,Si,Mujer,22,No,Dropout
soltero,Si,122,121.7,Si,Mujer,22,No,Dropout
soltero,Si,128,120.3,Si,Mujer,19,No,Graduate
soltero,Si,139,127.8,Si,Mujer,19,No,Dropout
soltero,Si,124,123.3,Si,Mujer,20,No,Dropout
soltero,Si,135,126.3,Si,Mujer,18,No,Graduate
soltero,No,110,128.2,No,Mujer,22,No,Dropout
soltero,Si,138,134.9,Si,Mujer,20,No,Graduate
soltero,Si,140,140,No,Mujer,19,No,Graduate
soltero,Si,126,115.5,Si,Mujer,19,No,Graduate
soltero,Si,145,136.6,No,Mujer,19,No,Graduate
soltero,Si,124,119.3,Si,Mujer,19,No,Graduate
soltero,Si,160,152,Si,Mujer,19,No,Dropout
soltero,Si,138,144.3,No,Mujer,20,No,Graduate
soltero,Si,127,129.5,Si,Mujer,20,No,Graduate
soltero,Si,111,105.4,No,Mujer,20,No,Graduate
soltero,Si,100,136,Si,Mujer,21,No,Graduate
soltero,Si,160,160,No,Mujer,19,No,Graduate
soltero,Si,152,139.1,No,Mujer,19,No,Graduate
soltero,Si,144,126.9,No,Mujer,21,No,Graduate
soltero,Si,133.8,184,No,Mujer,28,No,Graduate
soltero,Si,125,125,Si,Mujer,19,No,Graduate
soltero,Si,150,138.5,No,Mujer,18,No,Graduate
union_facto,Si,143,133.5,Si,Mujer,18,No,Graduate
soltero,Si,145,141.5,Si,Mujer,18,No,Graduate
soltero,Si,120,130,Si,Mujer,22,No,Graduate
soltero,Si,145,145,No,Mujer,18,No,Graduate
soltero,Si,122,114.3,No,Mujer,20,No,Dropout
soltero,Si,110,108.3,No,Mujer,26,No,Dropout
soltero,Si,136,125.2,Si,Mujer,18,No,Graduate
soltero,Si,145,131.7,Si,Mujer,21,No,Dropout
soltero,Si,141,126.3,Si,Mujer,18,No,Graduate
soltero,Si,149,147.6,Si,Mujer,20,No,Graduate
soltero,Si,130,125.1,Si,Mujer,18,No,Graduate
soltero,Si,128,130.8,Si,Mujer,20,No,Dropout
soltero,Si,152,154.1,No,Mujer,18,No,Graduate
soltero,No,107,103.5,Si,Mujer,22,No,Graduate
soltero,No,141,100,No,Mujer,21,No,Graduate
soltero,Si,148,133.8,No,Mujer,18,No,Graduate
soltero,Si,130,118.5,No,Mujer,18,No,Graduate
soltero,Si,145,150.3,Si,Mujer,19,No,Dropout
soltero,Si,135,120.5,Si,Mujer,19,No,Graduate
soltero,Si,123,120.6,Si,Mujer,19,No,Dropout
